"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"DIVISLAB","EQ","04-Apr-2016","       1008.55","       1010.05","       1013.90","        990.75","       1010.00","       1010.60","       1005.49","     112395","           113012445.65","      10050","      41098","         36.57"
"DIVISLAB","EQ","05-Apr-2016","       1010.60","       1007.60","       1028.00","       1000.70","       1018.40","       1013.35","       1017.18","     275291","           280019280.65","      15235","     128745","         46.77"
"DIVISLAB","EQ","06-Apr-2016","       1013.35","       1012.80","       1018.40","        971.85","       1000.00","        995.15","        989.12","     729242","           721306767.65","      35461","     428990","         58.83"
"DIVISLAB","EQ","07-Apr-2016","        995.15","       1004.80","       1024.60","        985.50","       1015.00","       1013.90","       1013.68","     226225","           229320081.35","       9704","      63689","         28.15"
"DIVISLAB","EQ","08-Apr-2016","       1013.90","       1010.20","       1020.00","        999.60","       1010.00","       1013.45","       1010.72","     133452","           134882740.35","       9212","      45156","         33.84"
"DIVISLAB","EQ","11-Apr-2016","       1013.45","       1014.90","       1037.00","       1005.10","       1022.00","       1020.10","       1024.13","     276931","           283613380.50","      10510","      96352","         34.79"
"DIVISLAB","EQ","12-Apr-2016","       1020.10","       1027.00","       1034.90","       1012.00","       1025.95","       1021.90","       1024.00","     187964","           192474687.95","      10562","      89407","         47.57"
"DIVISLAB","EQ","13-Apr-2016","       1021.90","       1035.00","       1035.00","       1008.60","       1026.60","       1023.05","       1019.02","     444316","           452768068.75","      28257","     296021","         66.62"
"DIVISLAB","EQ","18-Apr-2016","       1023.05","       1009.00","       1049.00","       1009.00","       1039.00","       1039.05","       1039.21","     300959","           312760242.25","      27026","     173583","         57.68"
"DIVISLAB","EQ","20-Apr-2016","       1039.05","       1048.95","       1053.45","       1032.90","       1049.00","       1048.55","       1044.84","     362803","           379070086.80","      27702","     240784","         66.37"
"DIVISLAB","EQ","21-Apr-2016","       1048.55","       1060.00","       1095.20","       1048.00","       1092.95","       1091.05","       1075.47","     566475","           609228016.85","      22842","     344379","         60.79"
"DIVISLAB","EQ","22-Apr-2016","       1091.05","       1099.45","       1106.40","       1064.00","       1066.50","       1069.45","       1091.13","     648920","           708058326.75","      18886","     406158","         62.59"
"DIVISLAB","EQ","25-Apr-2016","       1069.45","       1067.95","       1076.65","       1056.85","       1061.85","       1059.95","       1062.90","     234919","           249696306.05","      12896","     156522","         66.63"
"DIVISLAB","EQ","26-Apr-2016","       1059.95","       1063.85","       1068.70","       1051.10","       1057.55","       1058.45","       1059.39","     448874","           475530641.80","      20742","     293742","         65.44"
"DIVISLAB","EQ","27-Apr-2016","       1058.45","       1071.00","       1071.00","       1038.20","       1046.00","       1042.25","       1054.35","     320238","           337642654.90","      19216","     188436","         58.84"
"DIVISLAB","EQ","28-Apr-2016","       1042.25","       1042.65","       1058.75","       1036.20","       1052.50","       1050.15","       1047.56","     323697","           339090564.70","      18379","     192660","         59.52"
"DIVISLAB","EQ","29-Apr-2016","       1050.15","       1059.00","       1060.95","       1041.00","       1049.00","       1051.10","       1050.34","     183734","           192984038.30","      13863","      92099","         50.13"
"DIVISLAB","EQ","02-May-2016","       1051.10","       1048.00","       1059.75","       1043.40","       1059.00","       1055.80","       1051.60","     105563","           111009552.20","       5094","      63894","         60.53"
"DIVISLAB","EQ","03-May-2016","       1055.80","       1060.10","       1067.55","       1036.95","       1037.00","       1040.15","       1051.60","     245808","           258491817.60","      12889","     137557","         55.96"
"DIVISLAB","EQ","04-May-2016","       1040.15","       1042.50","       1055.00","       1025.00","       1053.00","       1051.00","       1041.51","     248101","           258400432.45","      17321","     118992","         47.96"
"DIVISLAB","EQ","05-May-2016","       1051.00","       1060.00","       1064.50","       1038.40","       1040.50","       1044.00","       1050.04","     240051","           252063683.20","      12723","      66057","         27.52"
"DIVISLAB","EQ","06-May-2016","       1044.00","       1044.10","       1044.10","       1019.20","       1021.00","       1022.20","       1026.59","     320213","           328726890.65","      17490","     201087","         62.80"
"DIVISLAB","EQ","09-May-2016","       1022.20","       1026.00","       1065.00","       1019.40","       1048.00","       1050.05","       1042.15","     285857","           297907213.15","      14225","     122122","         42.72"
"DIVISLAB","EQ","10-May-2016","       1050.05","       1060.00","       1074.90","       1045.40","       1073.15","       1071.20","       1061.23","     294333","           312355048.60","      27580","     121461","         41.27"
"DIVISLAB","EQ","11-May-2016","       1071.20","       1068.00","       1083.90","       1048.00","       1068.00","       1064.95","       1067.41","     265876","           283798872.50","      25425","     118721","         44.65"
"DIVISLAB","EQ","12-May-2016","       1064.95","       1073.90","       1079.00","       1062.10","       1065.45","       1064.05","       1072.35","     283261","           303753577.25","       8060","     206459","         72.89"
"DIVISLAB","EQ","13-May-2016","       1064.05","       1058.00","       1081.00","       1056.15","       1075.05","       1078.60","       1073.63","     162565","           174533988.80","      11676","      63968","         39.35"
"DIVISLAB","EQ","16-May-2016","       1078.60","       1078.60","       1078.60","       1045.00","       1056.25","       1057.25","       1059.68","     219481","           232579992.45","      12135","      56176","         25.59"
"DIVISLAB","EQ","17-May-2016","       1057.25","       1060.00","       1094.00","       1058.00","       1087.05","       1090.15","       1084.60","     784700","           851086592.90","      21756","     589898","         75.17"
"DIVISLAB","EQ","18-May-2016","       1090.15","       1084.00","       1089.95","       1068.00","       1070.00","       1070.65","       1075.62","     224889","           241895700.25","      14517","      81483","         36.23"
"DIVISLAB","EQ","19-May-2016","       1070.65","       1071.95","       1077.00","       1052.10","       1056.00","       1056.25","       1066.39","     440328","           469559504.90","      12557","     256425","         58.23"
"DIVISLAB","EQ","20-May-2016","       1056.25","       1057.45","       1067.60","       1039.00","       1040.60","       1043.25","       1055.12","     164093","           173137869.40","      10794","      59325","         36.15"
"DIVISLAB","EQ","23-May-2016","       1043.25","       1046.00","       1053.90","       1028.30","       1031.00","       1034.70","       1044.11","     175588","           183332368.60","      12458","      72618","         41.36"
"DIVISLAB","EQ","24-May-2016","       1034.70","       1017.00","       1043.40","       1013.45","       1031.40","       1030.25","       1026.58","     201240","           206589647.85","      11887","      73198","         36.37"
"DIVISLAB","EQ","25-May-2016","       1030.25","       1035.05","       1046.20","       1031.40","       1035.15","       1040.05","       1040.04","     125503","           130527949.65","       8477","      49409","         39.37"
"DIVISLAB","EQ","26-May-2016","       1040.05","       1041.40","       1049.90","       1026.80","       1049.00","       1041.50","       1037.49","     202483","           210073567.80","      17966","      81926","         40.46"
"DIVISLAB","EQ","27-May-2016","       1041.50","       1043.00","       1089.00","       1043.00","       1082.00","       1084.65","       1077.83","     224931","           242437651.90","      14777","     102960","         45.77"
"DIVISLAB","EQ","30-May-2016","       1084.65","       1120.65","       1120.80","       1081.00","       1116.00","       1110.15","       1097.44","     694026","           761648702.30","      38380","     459639","         66.23"
"DIVISLAB","EQ","31-May-2016","       1110.15","       1114.90","       1123.30","       1092.00","       1093.50","       1099.45","       1107.47","     538448","           596316370.25","      32683","     362670","         67.35"
"DIVISLAB","EQ","01-Jun-2016","       1099.45","       1092.00","       1135.90","       1092.00","       1115.50","       1125.75","       1122.17","     506466","           568339469.45","      31002","     242914","         47.96"
"DIVISLAB","EQ","02-Jun-2016","       1125.75","       1118.00","       1146.40","       1108.00","       1141.85","       1141.75","       1135.95","     483965","           549760403.70","      26827","     301935","         62.39"
"DIVISLAB","EQ","03-Jun-2016","       1141.75","       1142.90","       1152.40","       1128.40","       1140.00","       1140.75","       1135.11","     471371","           535056140.10","      21520","     352446","         74.77"
